Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned
13152,Marketing,Female,50,Consultant,03:05.6,1,High School,2,66000,58,47,17,7,75,7,48,0,3.74,FALSE
13153,Engineering,Male,42,Developer,03:05.6,8,Bachelor,4,70000,47,9,17,5,0,18,10,2,2.72,FALSE
13154,Sales,Female,56,Specialist,03:05.6,8,Bachelor,4,63000,54,8,13,5,25,6,70,0,1.88,FALSE
13155,IT,Female,50,Engineer,03:05.6,1,High School,2,72000,59,32,7,7,0,17,18,0,2,FALSE
13156,Finance,Male,45,Manager,03:05.6,1,High School,1,66000,53,36,18,14,0,8,77,2,2.82,FALSE
13157,Engineering,Male,60,Developer,03:05.6,0,High School,5,75000,59,47,17,9,75,14,30,1,2.27,FALSE
13158,Customer Support,Male,26,Consultant,03:05.6,0,High School,3,71500,32,16,0,13,75,16,56,2,1.35,FALSE
13159,Operations,Female,59,Developer,03:05.6,7,Bachelor,1,55000,48,19,25,9,100,9,98,2,3.73,FALSE
13160,HR,Female,43,Consultant,03:05.6,8,Bachelor,2,66000,48,39,17,6,25,13,21,2,4.78,FALSE
13161,Sales,Male,26,Consultant,03:05.6,0,High School,4,77000,55,30,17,0,50,19,49,1,2.14,FALSE
13162,Operations,Male,32,Developer,03:05.6,5,High School,5,75000,40,20,0,5,0,18,32,0,2.05,FALSE
13163,Finance,Female,45,Developer,03:05.6,3,Bachelor,1,55000,58,21,21,8,75,16,80,2,1.5,FALSE
13164,Sales,Female,23,Manager,03:05.6,1,Bachelor,5,90000,57,28,9,2,100,12,38,1,1.72,FALSE
13165,Customer Support,Female,46,Analyst,03:05.6,2,High School,3,52000,56,21,2,11,100,19,58,1,3.26,FALSE
13166,HR,Male,25,Developer,03:05.6,0,Bachelor,1,55000,56,0,19,0,25,12,0,2,4.37,FALSE
13167,HR,Male,40,Engineer,03:05.6,5,High School,3,78000,46,14,8,7,50,4,1,1,3.91,FALSE
13168,Finance,Female,33,Developer,03:05.6,0,Master,5,75000,36,21,24,6,100,19,34,1,3.53,FALSE
13169,Marketing,Male,56,Developer,03:05.6,8,Bachelor,4,70000,40,3,5,6,50,6,87,0,3.27,FALSE
13170,Operations,Male,41,Manager,03:05.6,7,High School,3,78000,30,20,10,2,0,9,33,1,4.88,FALSE
13171,Engineering,Male,48,Engineer,03:05.6,1,High School,2,72000,42,12,19,10,0,6,67,0,2.07,FALSE
13172,HR,Female,46,Consultant,03:05.6,4,Bachelor,5,82500,57,29,3,8,50,11,86,1,4.58,FALSE
13173,Customer Support,Female,50,Consultant,03:05.6,8,Master,4,77000,40,34,14,12,75,18,80,0,2.36,FALSE
13174,Operations,Male,26,Developer,03:05.6,0,High School,4,70000,57,35,1,12,50,19,22,2,2.37,FALSE
13175,Customer Support,Male,28,Specialist,03:05.6,6,Bachelor,2,54000,49,37,28,7,50,10,25,1,3.74,FALSE
13176,Customer Support,Female,32,Manager,03:05.6,6,High School,1,66000,43,28,12,13,100,18,32,0,2.46,FALSE
13177,Legal,Female,52,Specialist,03:05.6,3,Bachelor,3,58500,44,38,11,8,50,3,87,2,1.27,FALSE
13178,Operations,Female,24,Manager,03:05.6,2,High School,5,90000,41,38,23,14,25,18,2,0,2.99,FALSE
13179,Finance,Male,37,Analyst,03:05.6,1,Master,5,60000,58,16,8,12,75,17,46,1,2.24,FALSE
13180,Customer Support,Other,50,Consultant,03:05.6,2,PhD,4,77000,43,8,12,2,50,5,81,1,1.21,FALSE
13181,Operations,Female,60,Developer,03:05.6,4,High School,3,65000,50,9,16,8,75,11,10,2,2.15,FALSE
13182,Operations,Male,55,Analyst,03:05.6,1,High School,2,48000,46,32,25,1,0,9,91,0,3.83,FALSE
13183,Finance,Male,56,Consultant,03:05.6,7,Bachelor,1,60500,59,29,18,8,75,10,38,1,1.22,FALSE
13184,IT,Female,40,Developer,03:05.6,6,High School,4,70000,60,48,8,8,0,9,34,2,4.75,FALSE
13185,Operations,Other,49,Consultant,03:05.6,5,Master,5,82500,59,17,20,7,0,2,50,1,3.15,FALSE
13186,Finance,Female,39,Developer,03:05.6,5,Master,2,60000,50,13,10,14,0,14,29,1,2.96,FALSE
13187,IT,Male,48,Engineer,03:05.6,4,Bachelor,5,90000,49,30,12,4,75,16,59,0,2.07,FALSE
13188,HR,Male,41,Specialist,03:05.6,1,Bachelor,5,67500,41,34,7,3,75,12,79,2,4.42,FALSE
13189,Finance,Male,31,Analyst,03:05.6,6,Master,2,48000,45,11,21,9,25,14,69,2,4.42,FALSE
13190,Marketing,Female,59,Technician,03:05.6,6,Master,4,49000,37,32,25,8,50,4,49,0,3.41,FALSE
13191,Sales,Female,56,Analyst,03:05.6,4,Master,1,44000,57,15,28,14,25,3,7,2,1.37,FALSE
13192,IT,Male,30,Manager,03:05.6,2,Bachelor,3,78000,43,42,25,5,50,10,6,2,3.36,FALSE
13193,Finance,Male,46,Specialist,03:05.6,3,Bachelor,3,58500,40,30,4,5,50,9,7,0,4.12,TRUE
13194,Engineering,Female,36,Specialist,03:05.6,8,Bachelor,3,58500,40,42,2,4,25,14,30,1,1.92,FALSE
13195,Operations,Male,25,Analyst,03:05.6,1,Bachelor,3,52000,58,15,24,11,0,5,62,2,1.58,TRUE
13196,Engineering,Female,29,Engineer,03:05.6,1,High School,3,78000,50,0,28,9,50,7,90,2,3.74,FALSE
13197,Sales,Male,33,Specialist,03:05.6,9,Bachelor,4,63000,54,37,11,5,25,11,67,0,4.86,FALSE
13198,Sales,Male,33,Technician,03:05.6,4,Bachelor,5,52500,35,14,19,2,0,16,12,2,3.22,FALSE
13199,Operations,Male,35,Manager,03:05.6,5,High School,2,72000,40,35,8,2,0,8,81,1,4.91,FALSE
13200,Sales,Male,51,Analyst,03:05.6,8,Bachelor,5,60000,55,14,7,10,100,13,57,1,4.03,FALSE
13201,HR,Male,32,Manager,03:05.6,5,High School,2,72000,31,44,8,14,100,8,34,2,4.52,FALSE
13202,Sales,Male,43,Developer,03:05.6,5,High School,2,60000,46,19,4,8,0,5,49,0,3.67,FALSE
13203,Operations,Male,27,Engineer,03:05.6,3,Bachelor,3,78000,39,36,8,14,100,19,15,2,3.21,FALSE
13204,Customer Support,Female,49,Consultant,03:05.6,2,Bachelor,2,66000,52,36,20,12,50,16,60,1,4.88,FALSE
13205,IT,Female,49,Developer,03:05.6,3,Bachelor,5,75000,48,15,9,13,100,18,70,0,4.39,FALSE
13206,IT,Male,57,Analyst,03:05.6,1,PhD,1,44000,54,46,4,6,25,19,97,1,1.75,FALSE
13207,Engineering,Other,44,Engineer,03:05.6,9,Bachelor,5,90000,45,35,2,2,0,14,56,1,2.11,FALSE
13208,Operations,Other,47,Technician,03:05.6,9,PhD,3,45500,47,35,29,7,25,5,22,0,2.05,FALSE
13209,HR,Female,45,Engineer,03:05.6,0,Bachelor,1,66000,59,10,17,0,50,1,71,0,4.92,TRUE
13210,IT,Male,39,Engineer,03:05.6,3,Bachelor,3,78000,41,32,8,9,100,12,53,1,1.69,FALSE
13211,Engineering,Female,23,Analyst,03:05.6,8,Bachelor,5,60000,47,28,9,2,75,7,24,0,2.97,FALSE
13212,Customer Support,Male,48,Developer,03:05.6,1,High School,5,75000,51,11,9,11,0,17,34,1,3.5,FALSE
13213,Customer Support,Male,23,Consultant,03:05.6,2,Bachelor,2,66000,55,33,0,8,0,7,74,0,1.13,FALSE
13214,Finance,Female,34,Consultant,03:05.6,5,High School,5,82500,50,22,11,5,0,3,50,0,2.78,TRUE
13215,Finance,Female,58,Analyst,03:05.6,9,Bachelor,5,60000,40,44,21,14,75,5,77,1,4.15,FALSE
13216,Engineering,Male,57,Developer,03:05.6,7,Bachelor,5,75000,51,8,12,3,75,9,6,2,3.42,FALSE
13217,Legal,Male,51,Engineer,03:05.6,1,Bachelor,5,90000,30,41,20,12,0,19,61,1,1.51,FALSE
13218,Legal,Female,38,Technician,03:05.6,4,Bachelor,5,52500,37,36,12,1,25,3,13,1,3.33,FALSE
13219,Customer Support,Female,48,Specialist,03:05.6,8,Bachelor,5,67500,32,34,12,3,75,2,78,1,3.15,FALSE
13220,Operations,Female,40,Manager,03:05.6,2,Bachelor,4,84000,34,32,18,11,75,19,7,2,1.56,FALSE
13221,Sales,Male,41,Specialist,03:05.6,8,PhD,3,58500,58,47,8,11,25,8,28,2,2.94,FALSE
13222,Finance,Male,58,Manager,03:05.6,6,High School,4,84000,33,26,2,1,25,11,54,0,1.61,FALSE
13223,Operations,Female,22,Technician,03:05.6,4,Bachelor,1,38500,41,39,19,4,25,12,35,1,3.83,FALSE
13224,Sales,Female,32,Consultant,03:05.6,8,Bachelor,1,60500,42,2,4,7,75,16,31,2,2.1,FALSE
13225,IT,Female,35,Manager,03:05.6,6,Bachelor,1,66000,35,17,3,9,75,5,47,0,3.39,FALSE
13226,Sales,Male,39,Specialist,03:05.6,5,Bachelor,4,63000,58,47,5,12,25,6,93,2,1.1,FALSE
13227,Finance,Female,45,Manager,03:05.6,0,High School,2,72000,57,26,22,4,0,14,29,1,4.34,FALSE
13228,Engineering,Female,41,Analyst,03:05.6,8,Master,1,44000,42,33,12,2,100,1,3,1,1.62,FALSE
13229,Customer Support,Female,24,Technician,03:05.6,8,Bachelor,3,45500,50,5,18,6,50,19,60,1,2.44,FALSE
13230,Customer Support,Male,51,Consultant,03:05.6,0,Bachelor,4,77000,37,24,4,2,75,1,0,2,4.12,TRUE
13231,Customer Support,Male,57,Manager,03:05.6,8,Bachelor,4,84000,43,34,6,7,75,3,72,0,3.12,FALSE
13232,Customer Support,Female,58,Developer,03:05.6,2,Bachelor,5,75000,40,49,10,8,50,17,23,0,3.93,FALSE
13233,HR,Male,40,Specialist,03:05.6,4,Master,1,49500,49,15,20,10,100,8,13,0,4.97,FALSE
13234,Finance,Female,26,Specialist,03:05.6,6,High School,2,54000,40,48,9,9,75,18,25,0,2.26,FALSE
13235,Operations,Male,52,Analyst,03:05.6,2,Master,4,56000,40,33,11,9,100,10,11,1,3.7,FALSE
13236,IT,Male,59,Technician,03:05.6,6,Bachelor,4,49000,30,32,29,1,75,1,30,2,3.19,FALSE
13237,Engineering,Female,28,Engineer,03:05.6,0,High School,3,78000,33,12,9,14,50,7,46,0,4.48,FALSE
13238,Engineering,Female,37,Developer,03:05.6,4,Bachelor,2,60000,49,31,27,4,100,14,51,1,3.84,FALSE
13239,Engineering,Male,29,Consultant,03:05.6,2,Bachelor,3,71500,39,1,15,2,100,7,44,2,2.02,FALSE
13240,Marketing,Female,55,Manager,03:05.6,0,High School,4,84000,31,2,26,14,100,4,30,2,2.94,FALSE
13241,Legal,Male,47,Engineer,03:05.6,9,Bachelor,5,90000,48,19,13,2,75,4,88,0,3.1,FALSE
13242,Marketing,Other,30,Consultant,03:05.6,3,Bachelor,3,71500,52,6,18,12,100,7,31,0,4.73,FALSE
13243,Marketing,Male,54,Developer,03:05.6,3,High School,2,60000,44,2,17,4,25,15,66,2,2.56,FALSE
13244,Marketing,Male,60,Specialist,03:05.6,3,Bachelor,3,58500,40,13,2,0,75,16,64,1,3.05,FALSE
13245,Finance,Female,35,Specialist,03:05.6,6,High School,3,58500,43,24,17,5,50,2,38,2,4.74,FALSE
13246,Legal,Female,52,Analyst,03:05.6,2,High School,5,60000,40,35,17,2,25,3,6,2,2.4,FALSE
13247,Marketing,Male,56,Technician,03:05.6,6,Master,5,52500,50,8,16,1,25,14,35,1,4.15,FALSE
13248,Operations,Male,33,Engineer,03:05.6,5,Bachelor,1,66000,59,0,12,9,75,19,64,1,3.2,FALSE
13249,Customer Support,Female,38,Consultant,03:05.6,7,Bachelor,2,66000,45,34,24,5,100,12,92,1,4.85,FALSE
13250,IT,Male,47,Engineer,03:05.6,5,High School,5,90000,54,7,0,13,100,9,85,0,4.26,FALSE
13251,Customer Support,Female,58,Technician,03:05.6,7,Bachelor,2,42000,35,35,8,0,100,1,54,0,1.06,FALSE
13252,Marketing,Male,35,Developer,03:05.6,1,Bachelor,1,55000,32,34,28,4,100,10,79,2,1.05,FALSE
13253,HR,Female,50,Consultant,03:05.6,0,Master,5,82500,39,31,14,3,75,14,55,0,2.19,FALSE
13254,HR,Male,48,Technician,03:05.6,9,High School,3,45500,36,14,24,5,0,18,92,0,2.34,FALSE
13255,Operations,Male,37,Technician,03:05.6,4,High School,1,38500,59,24,17,8,0,4,95,2,1.66,FALSE
13256,Engineering,Male,56,Consultant,03:05.6,8,Master,3,71500,41,27,23,7,25,7,71,0,4.16,FALSE
13257,Customer Support,Female,35,Consultant,03:05.6,6,Master,3,71500,43,14,22,10,100,13,50,1,4.41,FALSE
13258,HR,Female,34,Specialist,03:05.6,3,Bachelor,1,49500,37,48,14,13,100,7,67,0,1.71,FALSE
13259,Engineering,Male,53,Specialist,03:05.6,1,Bachelor,2,54000,35,1,6,9,0,4,34,0,3.51,FALSE
13260,Engineering,Male,29,Technician,03:05.6,0,Bachelor,1,38500,45,18,26,14,75,8,66,1,1.51,FALSE
13261,Marketing,Male,32,Manager,03:05.6,9,High School,3,78000,59,15,15,4,50,16,41,2,4.85,FALSE
13262,Sales,Male,31,Developer,03:05.6,5,High School,5,75000,56,18,16,3,100,8,36,1,4.13,TRUE
13263,Engineering,Male,24,Analyst,03:05.6,9,High School,4,56000,48,3,13,3,0,1,5,0,2.53,FALSE
13264,HR,Male,48,Developer,03:05.6,7,Bachelor,1,55000,32,8,3,12,100,19,83,1,3.15,FALSE
13265,Operations,Male,23,Technician,03:05.6,2,Bachelor,5,52500,33,7,1,14,50,14,30,1,3.39,FALSE
13266,Operations,Female,44,Technician,03:05.6,4,Bachelor,2,42000,36,47,26,4,100,6,51,1,3.64,FALSE
13267,Legal,Female,40,Developer,03:05.6,5,High School,1,55000,44,37,4,9,50,9,92,1,4.53,FALSE
13268,Finance,Male,43,Technician,03:05.6,6,Bachelor,4,49000,36,22,7,2,25,6,43,0,3.23,FALSE
13269,IT,Male,40,Engineer,03:05.6,7,Master,1,66000,58,22,8,13,25,19,69,2,1.09,FALSE
13270,Engineering,Female,53,Developer,03:05.6,5,Master,4,70000,42,14,2,13,50,2,88,0,4.64,TRUE
13271,Finance,Female,41,Analyst,03:05.6,3,Bachelor,2,48000,35,27,12,0,0,8,61,2,2.13,FALSE
13272,HR,Male,33,Developer,03:05.6,8,Bachelor,3,65000,53,2,0,4,50,18,29,2,1.1,FALSE
13273,HR,Male,60,Analyst,03:05.6,0,High School,4,56000,37,21,0,0,100,11,24,1,2.73,FALSE
13274,Sales,Female,51,Developer,03:05.6,4,Bachelor,5,75000,34,41,5,2,100,19,93,0,1.16,FALSE
13275,Operations,Male,60,Manager,03:05.6,9,Bachelor,3,78000,35,24,17,14,50,19,15,0,2.65,FALSE
13276,Legal,Female,37,Technician,03:05.6,6,Master,1,38500,43,21,17,9,0,14,76,2,1.72,FALSE
13277,HR,Female,49,Manager,03:05.6,4,Master,3,78000,48,3,12,2,75,16,18,0,3.9,FALSE
13278,Operations,Male,49,Analyst,03:05.6,1,Bachelor,3,52000,34,46,22,11,25,13,95,0,2.34,FALSE
13279,Marketing,Male,29,Consultant,03:05.6,2,Bachelor,3,71500,57,35,19,3,50,1,63,1,3.51,FALSE
13280,Finance,Female,56,Developer,03:05.6,5,High School,3,65000,47,9,3,12,0,11,47,2,2.15,FALSE
13281,Marketing,Male,37,Manager,03:05.6,6,High School,5,90000,50,24,19,2,50,15,55,0,2.62,FALSE
13282,Operations,Female,40,Engineer,03:05.6,7,Bachelor,1,66000,46,0,12,7,0,1,58,0,1.78,FALSE
13283,Engineering,Male,52,Technician,03:05.6,0,Bachelor,5,52500,46,13,26,12,25,17,95,0,3.54,FALSE
13284,Sales,Male,29,Consultant,03:05.6,2,PhD,4,77000,30,39,12,10,0,2,43,0,4.12,FALSE
13285,Legal,Male,46,Consultant,03:05.6,5,PhD,1,60500,57,11,1,5,25,17,75,2,1.22,FALSE
13286,IT,Male,42,Technician,03:05.6,8,Bachelor,1,38500,37,5,21,3,25,1,79,1,2.03,FALSE
13287,Marketing,Male,40,Analyst,03:05.6,3,PhD,4,56000,35,32,24,13,0,2,21,0,1.64,FALSE
13288,Operations,Female,42,Consultant,03:05.6,6,PhD,3,71500,33,40,8,10,0,15,14,1,1.57,FALSE
13289,Engineering,Female,37,Engineer,03:05.6,2,Master,5,90000,57,29,20,3,50,5,98,0,4.21,TRUE
13290,HR,Male,26,Consultant,03:05.6,6,Bachelor,5,82500,31,48,24,12,75,18,58,0,2.72,FALSE
13291,Operations,Female,31,Manager,03:05.6,5,High School,5,90000,35,10,17,13,100,9,54,0,3.86,FALSE
13292,Engineering,Female,49,Engineer,03:05.6,4,Master,1,66000,32,30,15,13,25,3,33,2,2.37,TRUE
13293,Operations,Male,46,Developer,03:05.6,4,Bachelor,1,55000,42,26,9,9,50,9,79,0,3.89,FALSE
13294,Operations,Male,47,Consultant,03:05.6,6,High School,5,82500,40,29,20,14,25,4,98,2,4.6,FALSE
13295,IT,Female,32,Analyst,03:05.6,2,Master,5,60000,52,15,20,14,75,1,37,1,1.94,FALSE
13296,Finance,Female,57,Analyst,03:05.6,5,Bachelor,2,48000,56,32,26,9,100,13,74,2,2.4,FALSE
13297,Sales,Female,60,Consultant,03:05.6,2,Master,3,71500,48,21,0,2,75,1,16,0,4.02,FALSE
13298,Sales,Male,42,Specialist,03:05.6,0,High School,4,63000,45,18,1,14,100,1,97,0,2.27,FALSE
13299,Engineering,Male,49,Developer,03:05.6,9,Bachelor,3,65000,51,45,17,10,25,19,63,1,3.51,FALSE
13300,HR,Male,56,Analyst,03:05.6,7,Master,1,44000,49,1,20,11,0,1,50,1,2.63,FALSE
13301,Marketing,Male,26,Developer,03:05.6,7,Bachelor,3,65000,31,10,24,12,50,14,11,1,1.11,TRUE
13302,Legal,Male,45,Manager,03:05.6,9,Bachelor,2,72000,53,45,12,5,75,1,68,0,3.62,FALSE
13303,Sales,Male,46,Technician,03:05.6,0,Bachelor,5,52500,34,38,16,9,50,16,75,0,4.3,TRUE
13304,Legal,Female,41,Specialist,03:05.6,6,High School,4,63000,54,3,2,0,0,19,55,0,2.43,FALSE
13305,HR,Male,27,Technician,03:05.6,8,Master,2,42000,50,24,6,7,100,2,86,0,2.35,FALSE
13306,Engineering,Female,37,Analyst,03:05.6,7,Master,4,56000,36,39,14,5,100,10,59,1,3.53,FALSE
13307,Customer Support,Male,59,Analyst,03:05.6,8,Bachelor,2,48000,44,5,21,9,0,1,3,0,3.83,FALSE
13308,Marketing,Female,39,Developer,03:05.6,8,Bachelor,4,70000,55,34,24,0,100,5,90,1,4.24,FALSE
13309,Legal,Male,39,Developer,03:05.6,8,PhD,5,75000,46,20,3,10,75,11,34,2,1.68,FALSE
13310,Engineering,Male,39,Engineer,03:05.6,1,Master,5,90000,34,40,29,1,100,8,65,2,2.36,TRUE
13311,Finance,Male,37,Manager,03:05.6,4,Bachelor,1,66000,44,47,13,11,25,10,26,2,2.51,FALSE
13312,Engineering,Male,53,Consultant,03:05.6,2,Bachelor,5,82500,55,48,16,12,100,6,91,1,3.33,FALSE
13313,Finance,Female,56,Consultant,03:05.6,0,Bachelor,2,66000,33,4,15,8,0,15,51,1,1.08,FALSE
13314,Legal,Female,23,Engineer,03:05.6,5,High School,1,66000,50,11,9,2,75,14,93,0,1.96,FALSE
13315,Marketing,Male,25,Engineer,03:05.6,6,Master,4,84000,32,38,3,4,50,5,34,1,3.55,FALSE
13316,Marketing,Female,42,Specialist,03:05.6,6,Bachelor,2,54000,42,44,22,3,100,10,71,0,3.28,FALSE
13317,Customer Support,Male,32,Consultant,03:05.6,9,Bachelor,2,66000,43,16,22,7,50,19,11,2,2.37,FALSE
13318,Marketing,Male,25,Analyst,03:05.6,2,PhD,4,56000,54,24,4,2,100,8,91,1,2.03,FALSE
13319,Legal,Female,33,Manager,03:05.6,6,Bachelor,5,90000,30,8,16,7,100,19,54,0,3.93,FALSE
13320,Legal,Male,56,Technician,03:05.6,7,High School,3,45500,39,38,26,3,100,5,91,1,4.58,FALSE
13321,Marketing,Male,55,Specialist,03:05.6,9,High School,5,67500,58,32,16,13,75,4,73,1,3.1,FALSE
13322,Operations,Female,28,Analyst,03:05.6,4,Bachelor,1,44000,53,19,3,9,100,15,12,2,4.9,FALSE
13323,Engineering,Other,37,Analyst,03:05.6,9,Bachelor,4,56000,35,42,9,13,75,6,96,2,4.69,FALSE
13324,Legal,Female,51,Developer,03:05.6,2,Bachelor,4,70000,47,24,16,14,0,15,22,1,2.81,FALSE
13325,Customer Support,Female,25,Specialist,03:05.6,2,Master,5,67500,54,39,5,9,25,18,90,0,2.67,FALSE
13326,Marketing,Female,34,Engineer,03:05.6,2,Bachelor,1,66000,58,24,11,3,25,8,23,0,3.59,FALSE
13327,Marketing,Male,33,Specialist,03:05.6,2,PhD,4,63000,44,47,24,7,25,5,51,1,3.06,FALSE
13328,Sales,Female,35,Specialist,03:05.6,2,Bachelor,2,54000,50,37,19,5,0,12,86,1,4.33,FALSE
13329,Customer Support,Male,43,Developer,03:05.6,4,Bachelor,3,65000,31,34,4,11,100,9,44,2,2.08,FALSE
13330,Marketing,Female,53,Developer,03:05.6,1,Bachelor,5,75000,43,15,29,10,25,2,36,2,3.98,FALSE
13331,HR,Female,35,Developer,03:05.6,0,Bachelor,3,65000,30,7,0,14,50,9,58,1,3.47,FALSE
13332,Customer Support,Male,41,Developer,03:05.6,3,Bachelor,2,60000,53,20,9,5,0,12,61,0,2.72,TRUE
13333,Sales,Female,38,Manager,03:05.6,9,High School,4,84000,48,7,3,4,75,7,37,0,1.61,FALSE
13334,Finance,Female,31,Developer,03:05.6,8,Master,2,60000,47,23,12,10,75,3,41,1,3.01,FALSE
13335,Legal,Female,56,Technician,03:05.6,9,Bachelor,5,52500,55,33,29,6,100,9,88,0,2.97,FALSE
13336,Legal,Male,39,Consultant,03:05.6,0,Bachelor,4,77000,38,37,18,0,0,13,87,0,3.63,FALSE
13337,Customer Support,Male,58,Analyst,03:05.6,1,Bachelor,2,48000,55,33,22,9,0,12,40,0,3.28,FALSE
13338,Customer Support,Female,48,Engineer,03:05.6,9,Bachelor,4,84000,43,41,18,1,25,12,32,1,4.39,FALSE
13339,Sales,Female,40,Manager,03:05.6,6,Bachelor,3,78000,51,39,5,3,50,16,64,0,2.74,FALSE
13340,Operations,Male,39,Specialist,03:05.6,9,Master,4,63000,47,31,1,0,50,19,85,0,2.62,FALSE
13341,Operations,Male,54,Technician,03:05.6,1,Bachelor,4,49000,60,13,23,9,75,10,44,1,2.36,FALSE
13342,Legal,Male,51,Consultant,03:05.6,6,Bachelor,3,71500,54,21,10,1,25,2,78,2,3.4,TRUE
13343,Legal,Female,43,Developer,03:05.6,0,High School,2,60000,39,23,22,9,0,13,6,1,4.14,FALSE
13344,Legal,Male,36,Analyst,03:05.6,1,Bachelor,2,48000,54,14,8,2,0,9,64,1,4.97,TRUE
13345,HR,Male,48,Developer,03:05.6,4,Bachelor,2,60000,45,21,13,2,50,3,68,2,4.27,FALSE
13346,Marketing,Male,25,Engineer,03:05.6,8,Master,2,72000,44,41,24,14,75,9,90,2,3.63,FALSE
13347,IT,Female,34,Analyst,03:05.6,6,High School,4,56000,57,12,2,1,100,18,72,1,1.03,FALSE
13348,Operations,Female,28,Consultant,03:05.6,0,Master,5,82500,39,27,14,8,75,10,36,1,4.27,FALSE
13349,Legal,Female,46,Manager,03:05.6,1,Bachelor,4,84000,49,34,7,2,0,13,39,0,3.45,FALSE
13350,Operations,Male,34,Analyst,03:05.6,5,Bachelor,2,48000,30,30,15,2,0,15,55,2,1.86,FALSE
13351,IT,Female,25,Developer,03:05.6,5,Bachelor,5,75000,45,24,24,4,50,7,83,2,2.59,FALSE
13352,Marketing,Male,43,Engineer,03:05.6,8,Bachelor,3,78000,51,49,8,13,75,14,41,0,4.09,FALSE
13353,Sales,Female,24,Analyst,03:05.6,9,High School,2,48000,47,17,0,5,100,1,29,1,1.91,FALSE
13354,Operations,Female,37,Developer,03:05.6,5,Bachelor,5,75000,30,48,29,13,0,18,87,1,2.83,FALSE
13355,Operations,Male,50,Consultant,03:05.6,0,Bachelor,5,82500,42,39,5,1,100,9,39,1,1.82,FALSE
13356,Sales,Female,34,Developer,03:05.6,3,Bachelor,4,70000,60,0,29,11,25,8,59,2,4.1,FALSE
13357,Legal,Female,32,Specialist,03:05.6,1,High School,4,63000,37,24,5,5,0,5,19,2,1.42,FALSE
13358,Sales,Male,55,Developer,03:05.6,4,Master,1,55000,56,8,15,12,25,6,72,0,4.08,FALSE
13359,IT,Male,39,Engineer,03:05.6,5,Master,5,90000,58,18,3,2,75,4,5,1,4.24,FALSE
13360,IT,Female,33,Engineer,03:05.6,3,High School,3,78000,30,10,16,5,75,9,31,1,3.01,FALSE
13361,Legal,Female,27,Consultant,03:05.6,3,High School,4,77000,60,22,22,11,100,18,72,2,4.99,FALSE
13362,HR,Female,26,Engineer,03:05.6,4,High School,3,78000,54,11,25,7,100,8,25,2,3.04,FALSE
13363,Engineering,Male,46,Specialist,03:05.6,1,Bachelor,4,63000,54,16,3,8,50,16,42,2,2.39,FALSE
13364,HR,Male,56,Consultant,03:05.6,8,High School,5,82500,46,4,20,2,25,3,33,2,4.29,FALSE
13365,Operations,Female,25,Analyst,03:05.6,3,Bachelor,3,52000,57,30,19,0,75,11,64,1,2.72,FALSE
13366,IT,Female,26,Consultant,03:05.6,1,High School,4,77000,58,7,12,12,0,3,54,1,4.55,FALSE
13367,Sales,Female,25,Developer,03:05.6,8,Bachelor,5,75000,39,0,13,2,25,10,33,2,4.78,FALSE
13368,Marketing,Male,25,Developer,03:05.6,7,Master,4,70000,38,28,10,0,50,14,50,1,4.66,FALSE
13369,Engineering,Male,45,Manager,03:05.6,6,Bachelor,2,72000,58,28,24,12,75,16,29,1,2.49,TRUE
13370,Operations,Female,44,Manager,03:05.6,8,Bachelor,5,90000,57,3,28,10,25,16,13,0,4.41,FALSE
13371,Legal,Female,49,Manager,03:05.6,5,Bachelor,2,72000,46,45,26,10,50,6,46,1,2.69,FALSE
13372,Marketing,Female,24,Manager,03:05.6,4,High School,1,66000,38,15,9,10,25,5,53,1,1.56,FALSE
13373,Engineering,Male,27,Consultant,03:05.6,4,Bachelor,5,82500,57,0,19,1,75,6,61,0,4.28,FALSE
13374,Operations,Female,58,Engineer,03:05.6,8,Bachelor,3,78000,49,1,0,7,50,2,91,2,3.15,FALSE
13375,Customer Support,Female,23,Developer,03:05.6,0,Bachelor,3,65000,42,31,20,8,100,15,90,0,2.33,FALSE
13376,Customer Support,Other,39,Analyst,03:05.6,1,Bachelor,2,48000,30,12,20,4,75,6,26,0,4.56,FALSE
13377,Operations,Male,52,Consultant,03:05.6,2,Bachelor,3,71500,36,31,13,7,50,17,82,2,2.7,FALSE
13378,Customer Support,Female,34,Manager,03:05.6,1,PhD,4,84000,32,18,16,5,100,9,24,2,4.13,TRUE
13379,Legal,Male,46,Technician,03:05.6,6,Bachelor,3,45500,34,0,27,5,75,1,74,0,1.55,FALSE
13380,Operations,Female,60,Engineer,03:05.6,0,Master,2,72000,38,46,22,1,100,8,98,2,2.21,FALSE
13381,HR,Male,35,Specialist,03:05.6,7,High School,5,67500,46,47,8,6,50,11,29,0,2.39,FALSE
13382,Marketing,Female,43,Engineer,03:05.6,8,Bachelor,5,90000,39,43,15,7,0,19,29,2,3.35,FALSE
13383,Operations,Male,39,Consultant,03:05.6,6,Master,1,60500,53,2,22,0,75,4,9,2,3.2,FALSE
